Laureate ID,Full Name,Gender,Birthdate/Date Founded,Country,Continent,Age/Years of Operation,Year Awarded,Date Awarded,Award Category,Awarded For
372,Francis Harry Compton Crick,Male,1916-06-08,United Kingdom,Europe,46,1962,,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
373,James Dewey Watson,Male,1928-04-06,USA,North America,34,1962,,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
374,Maurice Hugh Frederick Wilkins,Male,1916-12-15,New Zealand,Oceania,46,1962,,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
375,Sir John Carew Eccles,Male,1903-01-27,Australia,Oceania,60,1963,,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
376,Alan Lloyd Hodgkin,Male,1914-02-05,United Kingdom,Europe,49,1963,,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
377,Andrew Fielding Huxley,Male,1917-11-22,United Kingdom,Europe,46,1963,,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
378,Konrad Bloch,Male,1912-01-21,Poland,Europe,52,1964,,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
379,Feodor Lynen,Male,1911-04-06,Germany,Europe,53,1964,,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
380,François Jacob,Male,1920-06-17,France,Europe,45,1965,,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
381,André Lwoff,Male,1902-05-08,France,Europe,63,1965,,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
382,Jacques Monod,Male,1910-02-09,France,Europe,55,1965,,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis
383,Peyton Rous,Male,1879-10-05,USA,North America,87,1966,,Physiology or Medicine,for his discovery of tumour-inducing viruses
384,Charles Brenton Huggins,Male,1901-09-22,Canada,North America,65,1966,,Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer
385,Ragnar Granit,Male,1900-10-30,Finland,Europe,67,1967,,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
386,Haldan Keffer Hartline,Male,1903-12-22,USA,North America,64,1967,,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
387,George Wald,Male,1906-11-18,USA,North America,61,1967,,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye
388,Robert W. Holley,Male,1922-01-28,USA,North America,46,1968,,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
389,Har Gobind Khorana,Male,1922-01-09,India,Asia,46,1968,,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
390,Marshall W. Nirenberg,Male,1927-04-10,USA,North America,41,1968,,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis
391,Max Delbrück,Male,1906-09-04,Germany,Europe,63,1969,,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
392,Alfred D. Hershey,Male,1908-12-04,USA,North America,61,1969,,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
393,Salvador E. Luria,Male,1912-08-13,Italy,Europe,57,1969,,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses
394,Sir Bernard Katz,Male,1911-03-26,Germany,Europe,59,1970,1970-10-15,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
395,Ulf von Euler,Male,1905-02-07,Sweden,Europe,65,1970,1970-10-15,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
396,Julius Axelrod,Male,1912-05-30,USA,North America,58,1970,1970-10-15,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation"
397,"Earl W. Sutherland, Jr.",Male,1915-11-19,USA,North America,56,1971,,Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones
398,Gerald M. Edelman,Male,1929-07-01,USA,North America,43,1972,,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies
399,Rodney R. Porter,Male,1917-10-08,United Kingdom,Europe,55,1972,,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies
400,Karl von Frisch,Male,1886-11-20,Austria,Europe,87,1973,,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
401,Konrad Lorenz,Male,1903-11-07,Austria,Europe,70,1973,,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
402,Nikolaas Tinbergen,Male,1907-04-15,the Netherlands,Europe,66,1973,,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns
403,Albert Claude,Male,1898-08-24,Belgium,Europe,76,1974,,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
404,Christian de Duve,Male,1917-10-02,United Kingdom,Europe,57,1974,,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
405,George E. Palade,Male,1912-11-19,Romania,Europe,62,1974,,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell
406,David Baltimore,Male,1938-03-07,USA,North America,37,1975,1975-10-16,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
407,Renato Dulbecco,Male,1914-02-22,Italy,Europe,61,1975,1975-10-16,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
408,Howard Martin Temin,Male,1934-12-10,USA,North America,40,1975,1975-10-16,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell
409,Baruch S. Blumberg,Male,1925-07-28,USA,North America,51,1976,1976-10-14,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
410,D. Carleton Gajdusek,Male,1923-09-09,USA,North America,53,1976,1976-10-14,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases
411,Roger Guillemin,Male,1924-01-11,France,Europe,53,1977,,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain
412,Andrew V. Schally,Male,1926-11-30,Lithuania,Europe,51,1977,,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain
413,Rosalyn Yalow,Female,1921-07-19,USA,North America,56,1977,,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones
414,Werner Arber,Male,1929-06-03,Switzerland,Europe,49,1978,,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
415,Daniel Nathans,Male,1928-10-30,USA,North America,50,1978,,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
416,Hamilton O. Smith,Male,1931-08-23,USA,North America,47,1978,,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
417,Allan M. Cormack,Male,1924-02-23,South Africa,Africa,55,1979,1979-10-11,Physiology or Medicine,for the development of computer assisted tomography
418,Godfrey N. Hounsfield,Male,1919-08-28,United Kingdom,Europe,60,1979,1979-10-11,Physiology or Medicine,for the development of computer assisted tomography
419,Baruj Benacerraf,Male,1920-10-29,Venezuela,South America,59,1980,1980-10-10,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
420,Jean Dausset,Male,1916-10-19,France,Europe,63,1980,1980-10-10,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
421,George D. Snell,Male,1903-12-19,USA,North America,76,1980,1980-10-10,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
422,Roger W. Sperry,Male,1913-08-20,USA,North America,68,1981,1981-10-09,Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres
423,David H. Hubel,Male,1926-02-27,Canada,North America,55,1981,1981-10-09,Physiology or Medicine,for their discoveries concerning information processing in the visual system
424,Torsten N. Wiesel,Male,1924-06-03,Sweden,Europe,57,1981,1981-10-09,Physiology or Medicine,for their discoveries concerning information processing in the visual system
425,Sune K. Bergström,Male,1916-01-10,Sweden,Europe,66,1982,1982-10-11,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
426,Bengt I. Samuelsson,Male,1934-05-21,Sweden,Europe,48,1982,1982-10-11,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
427,John R. Vane,Male,1927-03-29,United Kingdom,Europe,55,1982,1982-10-11,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
428,Barbara McClintock,Female,1902-06-16,USA,North America,81,1983,,Physiology or Medicine,for her discovery of mobile genetic elements
429,Niels K. Jerne,Male,1911-12-23,United Kingdom,Europe,73,1984,,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
430,Georges J.F. Köhler,Male,1946-04-17,Germany,Europe,38,1984,,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
431,César Milstein,Male,1927-10-08,Argentina,South America,57,1984,,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
432,Michael S. Brown,Male,1941-04-13,USA,North America,44,1985,,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism
433,Joseph L. Goldstein,Male,1940-04-18,USA,North America,45,1985,,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism
434,Stanley Cohen,Male,1922-11-17,USA,North America,64,1986,,Physiology or Medicine,for their discoveries of growth factors
435,Rita Levi-Montalcini,Female,1909-04-22,Italy,Europe,77,1986,,Physiology or Medicine,for their discoveries of growth factors
436,Susumu Tonegawa,Male,1939-09-05,Japan,Asia,48,1987,,Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity
437,Sir James W. Black,Male,1924-06-14,Scotland,Europe,64,1988,,Physiology or Medicine,for their discoveries of important principles for drug treatment
438,Gertrude B. Elion,Female,1918-01-23,USA,North America,70,1988,,Physiology or Medicine,for their discoveries of important principles for drug treatment
439,George H. Hitchings,Male,1905-04-18,USA,North America,83,1988,,Physiology or Medicine,for their discoveries of important principles for drug treatment
440,J. Michael Bishop,Male,1936-02-22,USA,North America,53,1989,1989-10-09,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes
441,Harold E. Varmus,Male,1939-12-18,USA,North America,49,1989,1989-10-09,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes
442,Joseph E. Murray,Male,1919-04-01,USA,North America,71,1990,,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease
443,E. Donnall Thomas,Male,1920-03-15,USA,North America,70,1990,,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease
444,Erwin Neher,Male,1944-03-20,Germany,Europe,47,1991,,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells
445,Bert Sakmann,Male,1942-06-12,Germany,Europe,49,1991,,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells
446,Edmond H. Fischer,Male,1920-04-06,China,Asia,72,1992,,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism
447,Edwin G. Krebs,Male,1918-06-06,USA,North America,74,1992,,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism
448,Richard J. Roberts,Male,1943-09-06,United Kingdom,Europe,50,1993,1993-10-11,Physiology or Medicine,for their discoveries of split genes
449,Phillip A. Sharp,Male,1944-06-06,USA,North America,49,1993,1993-10-11,Physiology or Medicine,for their discoveries of split genes
450,Alfred G. Gilman,Male,1941-07-01,USA,North America,53,1994,1994-10-10,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells
451,Martin Rodbell,Male,1925-12-01,USA,North America,68,1994,1994-10-10,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells
452,Edward B. Lewis,Male,1918-05-20,USA,North America,77,1995,1995-10-09,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
453,Christiane Nüsslein-Volhard,Female,1942-10-20,Germany,Europe,52,1995,1995-10-09,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
454,Eric F. Wieschaus,Male,1947-06-08,USA,North America,48,1995,1995-10-09,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
455,Peter C. Doherty,Male,1940-10-15,Australia,Oceania,55,1996,1996-10-07,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence
456,Rolf M. Zinkernagel,Male,1944-01-06,Switzerland,Europe,52,1996,1996-10-07,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence
457,Stanley B. Prusiner,Male,1942-05-28,USA,North America,55,1997,1997-10-06,Physiology or Medicine,for his discovery of Prions - a new biological principle of infection
458,Robert F. Furchgott,Male,1916-06-04,USA,North America,82,1998,,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
459,Louis J. Ignarro,Male,1941-05-31,USA,North America,57,1998,,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
460,Ferid Murad,Male,1936-09-14,USA,North America,62,1998,,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
461,Günter Blobel,Male,1936-05-21,Poland,Europe,63,1999,1999-10-11,Physiology or Medicine,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell
462,Jean Henry Dunant,Male,1828-05-08,Switzerland,Europe,73,1901,1901-12-10,Peace,for his humanitarian efforts to help wounded soldiers and create international understanding
463,Frédéric Passy,Male,1822-05-20,France,Europe,79,1901,1901-12-10,Peace,"for his lifelong work for international peace conferences, diplomacy and arbitration"
464,Élie Ducommun,Male,1833-02-19,Switzerland,Europe,69,1902,1902-12-10,Peace,for his untiring and skilful directorship of the Bern Peace Bureau
465,Charles Albert Gobat,Male,1843-05-21,Switzerland,Europe,59,1902,1902-12-10,Peace,for his eminently practical administration of the Inter-Parliamentary Union
466,William Randal Cremer,Male,1828-03-18,United Kingdom,Europe,75,1903,1903-12-10,Peace,for his longstanding and devoted effort in favour of the ideas of peace and arbitration
467,Institute of International Law,Organization,1873-00-00,Belgium,Europe,31,1904,1904-12-10,Peace,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane
468,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",Female,1843-06-09,Czech Republic,Europe,62,1905,1905-12-10,Peace,for her audacity to oppose the horrors of war
470,Theodore Roosevelt Jr,Male,1858-10-27,USA,North America,48,1906,1906-12-10,Peace,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia"
471,Ernesto Teodoro Moneta,Male,1833-09-20,Italy,Europe,74,1907,1907-12-10,Peace,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
472,Louis Renault,Male,1843-05-21,France,Europe,64,1907,1907-12-10,Peace,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences
473,Klas Pontus Arnoldson,Male,1844-10-27,Sweden,Europe,64,1908,1908-12-10,Peace,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
474,Fredrik Bajer,Male,1837-04-21,Denmark,Europe,71,1908,1908-12-10,Peace,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
475,Auguste Marie François Beernaert,Male,1829-07-26,Belgium,Europe,80,1909,1909-12-10,Peace,for their prominent position in the international movement for peace and arbitration
476,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",Male,1852-11-22,France,Europe,57,1909,1909-12-10,Peace,for their prominent position in the international movement for peace and arbitration
477,Permanent International Peace Bureau,Organization,1891-00-00,Switzerland,Europe,19,1910,1910-12-10,Peace,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement"
478,Tobias Michael Carel Asser,Male,1838-04-28,the Netherlands,Europe,73,1911,1911-12-10,Peace,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations"
479,Alfred Hermann Fried,Male,1864-11-11,Austria,Europe,47,1911,1911-12-10,Peace,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations"
480,Elihu Root,Male,1845-02-15,USA,North America,68,1912,1913-12-10,Peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries
481,Henri La Fontaine,Male,1854-04-22,Belgium,Europe,59,1913,1913-12-10,Peace,for his unparalleled contribution to the organization of peaceful internationalism
482,International Committee of the Red Cross,Organization,1863-00-00,Switzerland,Europe,100,1963,1963-10-10,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN
482,International Committee of the Red Cross,Organization,1863-00-00,Switzerland,Europe,81,1944,1945-11-12,Peace,for the great work it has performed during the war on behalf of humanity
482,International Committee of the Red Cross,Organization,1863-00-00,Switzerland,Europe,54,1917,1917-12-10,Peace,for the efforts to take care of wounded soldiers and prisoners of war and their families
483,Thomas Woodrow Wilson,Male,1856-12-28,USA,North America,63,1919,1920-12-10,Peace,for his role as founder of the League of Nations
484,Léon Victor Auguste Bourgeois,Male,1851-05-21,France,Europe,69,1920,1920-12-10,Peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations
485,Karl Hjalmar Branting,Male,1860-11-23,Sweden,Europe,61,1921,1921-12-10,Peace,for their lifelong contributions to the cause of peace and organized internationalism
486,Christian Lous Lange,Male,1869-09-17,Norway,Europe,52,1921,1921-12-10,Peace,for their lifelong contributions to the cause of peace and organized internationalism
487,Fridtjof Nansen,Male,1861-10-10,Norway,Europe,61,1922,1922-12-10,Peace,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees"
488,Sir Austen Chamberlain,Male,1863-10-16,United Kingdom,Europe,63,1925,1926-12-10,Peace,for his crucial role in bringing about the Locarno Treaty
489,Charles Gates Dawes,Male,1865-08-27,USA,North America,61,1925,1926-12-10,Peace,for his crucial role in bringing about the Dawes Plan
490,Aristide Briand,Male,1862-03-28,France,Europe,64,1926,1926-12-10,Peace,for their crucial role in bringing about the Locarno Treaty
491,Gustav Stresemann,Male,1878-05-10,Germany,Europe,48,1926,1926-12-10,Peace,for their crucial role in bringing about the Locarno Treaty
492,Ferdinand Buisson,Male,1841-12-20,France,Europe,85,1927,1927-12-10,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
493,Ludwig Quidde,Male,1858-03-23,Germany,Europe,69,1927,1927-12-10,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation
494,Frank Billings Kellogg,Male,1856-12-22,USA,North America,73,1929,1930-12-10,Peace,for his crucial role in bringing about the Briand-Kellogg Pact
495,Lars Olof Jonathan (Nathan) Söderblom,Male,1866-01-15,Sweden,Europe,64,1930,1930-12-10,Peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'
496,Jane Addams,Female,1860-09-06,USA,North America,71,1931,1931-12-10,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
497,Nicholas Murray Butler,Male,1862-04-02,USA,North America,69,1931,1931-12-10,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind
498,Sir Norman Angell (Ralph Lane),Male,1872-12-26,United Kingdom,Europe,61,1933,1934-12-10,Peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace
499,Arthur Henderson,Male,1863-09-13,Scotland,Europe,71,1934,1934-12-10,Peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34
500,Carl von Ossietzky,Male,1889-10-03,Germany,Europe,47,1935,1936-11-24,Peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace
501,Carlos Saavedra Lamas,Male,1878-11-01,Argentina,South America,58,1936,1936-11-24,Peace,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"
502,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",Male,1864-09-14,United Kingdom,Europe,73,1937,1937-11-18,Peace,"for his tireless effort in support of the League of Nations, disarmament and peace"
503,Nansen International Office for Refugees,Organization,1921-00-00,Switzerland,Europe,17,1938,1938-11-17,Peace,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe
505,Cordell Hull,Male,1871-10-02,USA,North America,74,1945,1945-11-12,Peace,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations
506,Emily Greene Balch,Female,1867-01-08,USA,North America,79,1946,1946-11-14,Peace,for her lifelong work for the cause of peace
507,John Raleigh Mott,Male,1865-05-25,USA,North America,81,1946,1946-11-14,Peace,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries
508,Friends Service Council,Organization,1647-00-00,United Kingdom,Europe,300,1947,1947-10-30,Peace,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
509,American Friends Service Committee,Organization,1917-00-00,USA,North America,30,1947,1947-10-30,Peace,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
510,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",Male,1880-09-23,Scotland,Europe,69,1949,1949-10-12,Peace,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
511,Ralph Bunche,Male,1904-08-07,USA,North America,46,1950,1950-09-22,Peace,for his work as mediator in Palestine in 1948-1949
512,Léon Jouhaux,Male,1879-07-01,France,Europe,72,1951,,Peace,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations
513,Albert Schweitzer,Male,1875-01-14,France,Europe,78,1952,1953-10-30,Peace,"for his altruism, reverence for life, and tireless humanitarian work  which has helped making the idea of brotherhood between men and nations a living one"
514,George Catlett Marshall,Male,1880-12-31,USA,North America,72,1953,1953-10-30,Peace,for proposing and supervising the plan for the economic recovery of Europe
515,Office of the United Nations High Commissioner for Refugees,Organization,1951-00-00,Switzerland,Europe,3,1954,1955-11-05,Peace,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world
515,Office of the United Nations High Commissioner for Refugees,Organization,1951-00-00,Switzerland,Europe,30,1981,1981-10-14,Peace,for promoting the fundamental rights of refugees
516,Lester Bowles Pearson,Male,1897-04-23,Canada,North America,60,1957,1957-10-03,Peace,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis
517,Georges Pire,Male,1910-02-10,Belgium,Europe,48,1958,1958-11-10,Peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
518,Philip J. Noel-Baker,Male,1889-11-01,United Kingdom,Europe,70,1959,1959-11-05,Peace,for his longstanding contribution to the cause of disarmament and peace
519,Albert John Luthuli,Male,1898-00-00,Zimbabwe,Africa,62,1960,1961-10-23,Peace,for his non-violent struggle against apartheid
520,Dag Hjalmar Agne Carl Hammarskjöld,Male,1905-07-29,Sweden,Europe,56,1961,1961-10-23,Peace,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter"
523,League of Red Cross Societies,Organization,1919-00-00,France,Europe,44,1963,1963-10-10,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN
524,Martin Luther King Jr.,Male,1929-01-15,USA,North America,35,1964,1964-10-14,Peace,for his non-violent struggle for civil rights for the Afro-American population
525,United Nations Children's Fund,Organization,1946-00-00,USA,North America,19,1965,1965-10-26,Peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states
526,René Cassin,Male,1887-10-05,France,Europe,81,1968,1968-10-09,Peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration
527,International Labour Organization,Organization,1919-00-00,Switzerland,Europe,50,1969,1969-10-20,Peace,for creating international legislation insuring certain norms for working conditions in every country
528,Norman Ernest Borlaug,Male,1914-03-25,USA,North America,56,1970,1970-10-21,Peace,for having given a well-founded hope - the green revolution
529,Willy Brandt,Male,1913-12-18,Germany,Europe,57,1971,1971-10-21,Peace,for paving the way for a meaningful dialogue between East and West
530,Henry Alfred Kissinger,Male,1923-05-27,Germany,Europe,50,1973,1973-10-17,Peace,for jointly having negotiated a cease fire in Vietnam in 1973
531,Le Duc Tho ,Male,1911-10-14,Vietnam,Asia,62,1973,1973-10-17,Peace,for jointly having negotiated a cease fire in Vietnam in 1973
532,Seán MacBride,Male,1904-01-26,France,Europe,70,1974,1974-10-09,Peace,for his efforts to secure and develop human rights throughout the world
533,Eisaku Sato,Male,1901-03-27,Japan,Asia,73,1974,1974-10-09,Peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty
534,Andrei Dmitrievich Sakharov,Male,1921-05-21,Russia,Europe,54,1975,1975-10-09,Peace,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations"
535,Elizabeth Williams,Female,1943-05-22,Northern Ireland,Europe,34,1976,1977-10-10,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
536,Mairead Corrigan,Female,1944-01-27,Northern Ireland,Europe,33,1976,1977-10-10,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland
537,Amnesty International,Organization,1961-00-00,United Kingdom,Europe,16,1977,1977-10-10,Peace,for worldwide respect for human rights
538,Mohamed Anwar al-Sadat,Male,1918-12-25,Egypt,Africa,59,1978,1978-10-27,Peace,for jointly having negotiated peace between Egypt and Israel in 1978
539,Menachem Begin,Male,1913-08-16,Belarus,Europe,65,1978,1978-10-27,Peace,for jointly having negotiated peace between Egypt and Israel in 1978
540,Mother Teresa ,Female,1910-08-26,North Macedonia,Europe,69,1979,1979-10-27,Peace,for her work for bringing help to suffering humanity
541,Adolfo Pérez Esquivel,Male,1931-11-26,Argentina,South America,48,1980,1980-10-27,Peace,"for being a source of inspiration to repressed people, especially in Latin America"
543,Alva Myrdal,Female,1902-01-31,Sweden,Europe,80,1982,1982-10-13,Peace,for their work for disarmament and nuclear and weapon-free zones
544,Alfonso García Robles,Male,1911-03-20,Mexico,North America,71,1982,1982-10-13,Peace,for their work for disarmament and nuclear and weapon-free zones
545,Lech Walesa,Male,1943-09-29,Poland,Europe,40,1983,1983-10-05,Peace,for non-violent struggle for free trade unions and human rights in Poland
546,Desmond Mpilo Tutu,Male,1931-10-07,South Africa,Africa,52,1984,1984-10-05,Peace,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa
547,International Physicians for the Prevention of Nuclear War,Organization,1980-00-00,USA,North America,5,1985,1985-10-05,Peace,for spreading authoritative information and by creating awareness of the catastrophic consequences of  nuclear  war
548,Elie Wiesel,Male,1928-09-30,Romania,Europe,58,1986,1986-10-14,Peace,"for being a messenger to mankind: his message is one of peace, atonement and dignity"
549,Oscar Arias Sánchez,Male,1940-09-13,Costa Rica,North America,47,1987,1987-10-13,Peace,for his work for lasting peace in Central America
550,United Nations Peacekeeping Forces,Organization,1948-00-00,USA,North America,40,1988,1988-09-29,Peace,for preventing armed clashes and creating conditions for negotiations
551,The 14th Dalai Lama (Tenzin Gyatso) ,Male,1935-07-06,China,Asia,54,1989,1989-10-05,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people
552,Mikhail Sergeyevich Gorbachev,Male,1931-03-02,Russia,Europe,59,1990,1990-10-15,Peace,for the leading role he played in the radical changes in East-West relations
553,Aung San Suu Kyi ,Female,1945-06-19,Myanmar,Asia,46,1991,1991-10-14,Peace,for her non-violent struggle for democracy and human rights
